['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_0_y1_19_x2_34_y2_53.png'],(25, 32), prob = 0.99,(38, 43), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_35_y1_34_x2_87_y2_86.png'],(25, 32), prob = 0.98,(38, 43), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_37_y1_28_x2_110_y2_101.png'],(38, 43), prob = 0.82,(25, 32), prob = 0.10
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_38_y1_11_x2_100_y2_73.png'],(25, 32), prob = 0.38,(60, 100), prob = 0.27
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_40_y1_15_x2_74_y2_49.png'],(38, 43), prob = 0.64,(25, 32), prob = 0.16
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_42_y1_17_x2_129_y2_104.png'],(38, 43), prob = 0.82,(25, 32), prob = 0.09
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_43_y1_29_x2_80_y2_66.png'],(15, 20), prob = 0.86,(8, 12), prob = 0.12
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_4_y1_10_x2_54_y2_60.png'],(25, 32), prob = 0.41,(48, 53), prob = 0.23
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_51_y1_111_x2_109_y2_169.png'],(15, 20), prob = 0.50,(25, 32), prob = 0.43
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_51_y1_16_x2_105_y2_70.png'],(25, 32), prob = 0.98,(15, 20), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_51_y1_36_x2_119_y2_104.png'],(25, 32), prob = 0.42,(15, 20), prob = 0.37
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_55_y1_50_x2_126_y2_121.png'],(15, 20), prob = 0.42,(38, 43), prob = 0.41
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_58_y1_14_x2_96_y2_52.png'],(25, 32), prob = 0.92,(8, 12), prob = 0.04
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_5_y1_24_x2_41_y2_60.png'],(8, 12), prob = 0.80,(38, 43), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_5_y1_54_x2_109_y2_158.png'],(48, 53), prob = 0.73,(38, 43), prob = 0.22
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_60_y1_126_x2_164_y2_230.png'],(8, 12), prob = 0.58,(4, 6), prob = 0.25
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_61_y1_23_x2_109_y2_71.png'],(25, 32), prob = 0.63,(15, 20), prob = 0.29
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_697_y1_72_x2_751_y2_126.png'],(25, 32), prob = 0.51,(38, 43), prob = 0.30
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_6_y1_15_x2_74_y2_83.png'],(15, 20), prob = 0.83,(38, 43), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_76_y1_68_x2_227_y2_219.png'],(48, 53), prob = 0.42,(38, 43), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_77_y1_43_x2_166_y2_132.png'],(38, 43), prob = 0.51,(15, 20), prob = 0.32
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_86_y1_51_x2_230_y2_195.png'],(4, 6), prob = 0.98,(8, 12), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_8_y1_60_x2_158_y2_210.png'],(25, 32), prob = 0.77,(38, 43), prob = 0.16
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_97_y1_105_x2_253_y2_261.png'],(15, 20), prob = 0.85,(8, 12), prob = 0.09
['./our_data_for_age_gender_detection/all/face_detected/face_0_at_x1_9_y1_13_x2_45_y2_49.png'],(25, 32), prob = 0.87,(38, 43), prob = 0.11
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_145_y1_50_x2_262_y2_167.png'],(15, 20), prob = 0.49,(38, 43), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_175_y1_94_x2_362_y2_281.png'],(38, 43), prob = 0.88,(48, 53), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_193_y1_34_x2_342_y2_183.png'],(38, 43), prob = 0.54,(48, 53), prob = 0.24
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_227_y1_68_x2_412_y2_253.png'],(15, 20), prob = 0.40,(25, 32), prob = 0.35
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_343_y1_35_x2_617_y2_309.png'],(25, 32), prob = 0.52,(15, 20), prob = 0.31
['./our_data_for_age_gender_detection/all/face_detected/face_1_at_x1_420_y1_181_x2_745_y2_506.png'],(38, 43), prob = 0.73,(25, 32), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1428532054321-1.jpg'],(25, 32), prob = 0.97,(15, 20), prob = 0.03
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1444683662307-1.jpg'],(38, 43), prob = 0.58,(25, 32), prob = 0.15
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_149720096996-1.jpg'],(38, 43), prob = 0.37,(25, 32), prob = 0.34
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1551066959346-1.jpg'],(15, 20), prob = 0.57,(8, 12), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1551066959346-2.jpg'],(25, 32), prob = 0.49,(48, 53), prob = 0.25
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1566901442967-1.jpg'],(38, 43), prob = 0.52,(48, 53), prob = 0.38
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1582593099098-1.jpg'],(25, 32), prob = 0.62,(15, 20), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_158341136792-1.jpg'],(25, 32), prob = 0.84,(48, 53), prob = 0.11
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1633683750669-1.jpg'],(25, 32), prob = 0.72,(38, 43), prob = 0.14
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1633683750669-2.jpg'],(38, 43), prob = 0.46,(15, 20), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_189248336492-1.jpg'],(15, 20), prob = 0.90,(25, 32), prob = 0.03
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1969413354756-1.jpg'],(25, 32), prob = 0.49,(15, 20), prob = 0.43
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_1988220719967-1.jpg'],(15, 20), prob = 0.56,(38, 43), prob = 0.38
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2416602399969-1.jpg'],(25, 32), prob = 1.00,(15, 20), prob = 0.00
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2427500268252-1.jpg'],(48, 53), prob = 0.60,(60, 100), prob = 0.31
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2476533533469-1.jpg'],(25, 32), prob = 0.50,(15, 20), prob = 0.40
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2655227670643-1.jpg'],(15, 20), prob = 0.80,(8, 12), prob = 0.12
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2655227670643-2.jpg'],(15, 20), prob = 0.40,(48, 53), prob = 0.38
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2655227670643-3.jpg'],(15, 20), prob = 0.62,(8, 12), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2655227670643-4.jpg'],(25, 32), prob = 0.53,(15, 20), prob = 0.46
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2708295686470-1.jpg'],(25, 32), prob = 0.95,(38, 43), prob = 0.05
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2708295686470-2.jpg'],(15, 20), prob = 0.33,(8, 12), prob = 0.28
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2708295686470-3.jpg'],(38, 43), prob = 0.54,(4, 6), prob = 0.25
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2749953825323-1.jpg'],(25, 32), prob = 0.88,(15, 20), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2853874171093-1.jpg'],(25, 32), prob = 0.48,(38, 43), prob = 0.44
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2853874171093-2.jpg'],(25, 32), prob = 0.67,(15, 20), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_2992540650728-1.jpg'],(25, 32), prob = 0.93,(38, 43), prob = 0.06
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3025756934672-1.jpg'],(38, 43), prob = 0.45,(25, 32), prob = 0.27
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3322862594346-1.jpg'],(8, 12), prob = 0.49,(15, 20), prob = 0.23
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3322862594346-2.jpg'],(25, 32), prob = 0.77,(60, 100), prob = 0.11
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3467922449160-1.jpg'],(25, 32), prob = 0.70,(48, 53), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3472046712206-1.jpg'],(25, 32), prob = 0.31,(4, 6), prob = 0.28
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3472046712206-2.jpg'],(15, 20), prob = 0.52,(25, 32), prob = 0.28
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3723701605312-1.jpg'],(15, 20), prob = 0.52,(25, 32), prob = 0.46
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3805365205646-1.jpg'],(25, 32), prob = 0.54,(38, 43), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3808405846277-1.jpg'],(25, 32), prob = 0.47,(15, 20), prob = 0.45
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3808405846277-2.jpg'],(15, 20), prob = 0.47,(48, 53), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3808405846277-3.jpg'],(15, 20), prob = 0.93,(8, 12), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3808405846277-4.jpg'],(15, 20), prob = 0.56,(25, 32), prob = 0.44
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_3937693952030-1.jpg'],(15, 20), prob = 0.56,(25, 32), prob = 0.41
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_4060093808547-1.jpg'],(25, 32), prob = 0.84,(38, 43), prob = 0.16
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_409851016075-1.jpg'],(15, 20), prob = 0.57,(38, 43), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_4227418750977-1.jpg'],(38, 43), prob = 0.47,(48, 53), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_456648235758-1.jpg'],(38, 43), prob = 0.55,(25, 32), prob = 0.33
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_4708237132600-1.jpg'],(48, 53), prob = 0.64,(25, 32), prob = 0.21
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_4732151568048-1.jpg'],(15, 20), prob = 0.60,(25, 32), prob = 0.31
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_4841171350781-1.jpg'],(48, 53), prob = 0.88,(60, 100), prob = 0.10
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5133947156221-1.jpg'],(25, 32), prob = 0.72,(38, 43), prob = 0.21
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5157109013720-1.jpg'],(15, 20), prob = 0.52,(25, 32), prob = 0.37
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5157109013720-2.jpg'],(15, 20), prob = 0.64,(25, 32), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5157109013720-3.jpg'],(15, 20), prob = 0.85,(8, 12), prob = 0.09
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5157109013720-4.jpg'],(15, 20), prob = 0.81,(25, 32), prob = 0.14
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5187105787344-1.jpg'],(15, 20), prob = 0.52,(48, 53), prob = 0.18
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5232889022329-1.jpg'],(15, 20), prob = 0.91,(25, 32), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5232889022329-2.jpg'],(48, 53), prob = 0.45,(25, 32), prob = 0.29
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5232889022329-3.jpg'],(15, 20), prob = 0.62,(25, 32), prob = 0.37
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5232889022329-4.jpg'],(15, 20), prob = 0.98,(25, 32), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5232889022329-5.jpg'],(15, 20), prob = 0.60,(25, 32), prob = 0.23
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5266762024814-1.jpg'],(0, 2), prob = 0.65,(4, 6), prob = 0.33
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5266762024814-2.jpg'],(25, 32), prob = 0.48,(48, 53), prob = 0.27
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5266762024814-3.jpg'],(15, 20), prob = 0.90,(25, 32), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5436025692028-1.jpg'],(4, 6), prob = 0.76,(15, 20), prob = 0.17
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5453930154290-1.jpg'],(38, 43), prob = 0.99,(25, 32), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5453930154290-2.jpg'],(38, 43), prob = 0.33,(25, 32), prob = 0.28
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5461132731438-1.jpg'],(25, 32), prob = 0.76,(15, 20), prob = 0.14
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5624173208451-1.jpg'],(25, 32), prob = 0.68,(15, 20), prob = 0.29
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5637114506876-1.jpg'],(15, 20), prob = 0.51,(25, 32), prob = 0.35
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5660302517899-1.jpg'],(4, 6), prob = 1.00,(0, 2), prob = 0.00
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5712384554356-1.jpg'],(8, 12), prob = 0.35,(25, 32), prob = 0.30
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5712384554356-2.jpg'],(25, 32), prob = 0.91,(15, 20), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5712384554356-3.jpg'],(25, 32), prob = 0.64,(38, 43), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5712384554356-4.jpg'],(15, 20), prob = 0.43,(25, 32), prob = 0.40
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5827044234362-1.jpg'],(25, 32), prob = 0.65,(38, 43), prob = 0.17
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5827044234362-2.jpg'],(15, 20), prob = 0.66,(38, 43), prob = 0.21
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5871635896089-1.jpg'],(25, 32), prob = 0.51,(15, 20), prob = 0.35
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_5871635896089-2.jpg'],(25, 32), prob = 0.58,(15, 20), prob = 0.20
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6096726285293-1.jpg'],(38, 43), prob = 0.64,(25, 32), prob = 0.22
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6096726285293-2.jpg'],(25, 32), prob = 0.99,(15, 20), prob = 0.00
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6096726285293-3.jpg'],(25, 32), prob = 0.55,(48, 53), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6140111870599-1.jpg'],(25, 32), prob = 0.96,(38, 43), prob = 0.02
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6140111870599-2.jpg'],(25, 32), prob = 0.60,(48, 53), prob = 0.18
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6196765737615-1.jpg'],(25, 32), prob = 0.81,(38, 43), prob = 0.17
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_643669209889-1.jpg'],(25, 32), prob = 0.88,(15, 20), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6501851651883-1.jpg'],(25, 32), prob = 1.00,(38, 43), prob = 0.00
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6501851651883-2.jpg'],(48, 53), prob = 0.61,(38, 43), prob = 0.20
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6540302095242-1.jpg'],(38, 43), prob = 0.81,(25, 32), prob = 0.12
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6619909281112-1.jpg'],(25, 32), prob = 0.95,(48, 53), prob = 0.03
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6974297975843-1.jpg'],(25, 32), prob = 0.92,(15, 20), prob = 0.07
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_6974297975843-2.jpg'],(25, 32), prob = 0.42,(38, 43), prob = 0.36
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7032475754430-1.jpg'],(15, 20), prob = 0.54,(25, 32), prob = 0.40
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7087980805429-1.jpg'],(38, 43), prob = 0.34,(48, 53), prob = 0.31
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7154002578109-1.jpg'],(15, 20), prob = 0.59,(25, 32), prob = 0.32
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7453721963352-1.jpg'],(25, 32), prob = 0.51,(38, 43), prob = 0.39
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_764870736725-1.jpg'],(38, 43), prob = 0.65,(25, 32), prob = 0.31
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7713494420606-1.jpg'],(38, 43), prob = 0.97,(48, 53), prob = 0.02
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7741403700592-1.jpg'],(48, 53), prob = 0.46,(38, 43), prob = 0.33
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_7800903094999-1.jpg'],(25, 32), prob = 0.64,(38, 43), prob = 0.23
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8000171439522-1.jpg'],(15, 20), prob = 0.85,(38, 43), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8013780025776-1.jpg'],(25, 32), prob = 0.79,(48, 53), prob = 0.11
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8016831772423-1.jpg'],(15, 20), prob = 0.98,(25, 32), prob = 0.02
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8082964825774-1.jpg'],(25, 32), prob = 0.47,(15, 20), prob = 0.38
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8351578425089-1.jpg'],(25, 32), prob = 0.95,(38, 43), prob = 0.03
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8351578425089-2.jpg'],(25, 32), prob = 0.50,(38, 43), prob = 0.40
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8351578425089-3.jpg'],(38, 43), prob = 0.62,(48, 53), prob = 0.25
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8437884317431-1.jpg'],(38, 43), prob = 0.54,(25, 32), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8461920110357-1.jpg'],(38, 43), prob = 0.78,(15, 20), prob = 0.15
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8766633304970-1.jpg'],(15, 20), prob = 0.85,(38, 43), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_8862865869112-1.jpg'],(25, 32), prob = 0.98,(38, 43), prob = 0.01
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_891352533725-1.jpg'],(25, 32), prob = 0.70,(15, 20), prob = 0.15
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_891352533725-2.jpg'],(15, 20), prob = 0.67,(8, 12), prob = 0.26
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9103243198582-1.jpg'],(15, 20), prob = 0.38,(38, 43), prob = 0.27
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9103243198582-2.jpg'],(15, 20), prob = 0.59,(25, 32), prob = 0.33
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9555659503876-1.jpg'],(15, 20), prob = 0.68,(38, 43), prob = 0.20
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9626485043535-1.jpg'],(38, 43), prob = 0.50,(15, 20), prob = 0.41
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9721044293987-1.jpg'],(48, 53), prob = 0.50,(15, 20), prob = 0.34
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_9721044293987-2.jpg'],(60, 100), prob = 0.79,(48, 53), prob = 0.15
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_984056836201-1.jpg'],(25, 32), prob = 0.82,(38, 43), prob = 0.17
['./our_data_for_age_gender_detection/all/face_detected/frontal-face_984056836201-2.jpg'],(38, 43), prob = 0.67,(60, 100), prob = 0.16
['./our_data_for_age_gender_detection/all/face_detected/image19-3_1_15_20.jpg'],(15, 20), prob = 0.57,(38, 43), prob = 0.42
['./our_data_for_age_gender_detection/all/face_detected/image22-2_1_38_43.jpg'],(38, 43), prob = 0.97,(48, 53), prob = 0.02
['./our_data_for_age_gender_detection/all/face_detected/image22-3_1_15_20.jpg'],(15, 20), prob = 0.90,(25, 32), prob = 0.03
['./our_data_for_age_gender_detection/all/face_detected/image24-1_1_25_32.jpg'],(15, 20), prob = 0.85,(38, 43), prob = 0.08
['./our_data_for_age_gender_detection/all/face_detected/image3-1_1_25_32.jpg'],(25, 32), prob = 0.72,(38, 43), prob = 0.14
['./our_data_for_age_gender_detection/all/face_detected/image3-2_1_25_32.jpg'],(38, 43), prob = 0.46,(15, 20), prob = 0.36
